taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_orders.report,W133-25PVC-2-17_kraken2_bracken_orders.report,W132-25PVC-1-17_kraken2_bracken_orders.report,W131-25PET-3-17_kraken2_bracken_orders.report,W130-25PET-2-17_kraken2_bracken_orders.report,W129-25PET-1-17_kraken2_bracken_orders.report,W128-25PE0.6-3-17_kraken2_bracken_orders.report,W127-25PE0.6-2-17_kraken2_bracken_orders.report,W126-25PE0.6-1-17_kraken2_bracken_orders.report,W125-25S-3-17_kraken2_bracken_orders.report,W124-25S-2-17_kraken2_bracken_orders.report,W123-25S-1-17_kraken2_bracken_orders.report,Q66-25S-3-0_kraken2_bracken_orders.report,Q65-25S-2-0_kraken2_bracken_orders.report,Q64-25S-1-0_kraken2_bracken_orders.report,Q63-25PVC-3-11_kraken2_bracken_orders.report,Q62-25PVC-2-11_kraken2_bracken_orders.report,Q61-25PVC-1-11_kraken2_bracken_orders.report,Q60-25PET-3-11_kraken2_bracken_orders.report,Q59-25PET-2-11_kraken2_bracken_orders.report,Q58-25PET-1-11_kraken2_bracken_orders.report,Q57-25PE0.6-3-11_kraken2_bracken_orders.report,Q56-25PE0.6-2-11_kraken2_bracken_orders.report,Q55-25PE0.6-1-11_kraken2_bracken_orders.report,Q54-25S-3-11_kraken2_bracken_orders.report,Q53-25S-2-11_kraken2_bracken_orders.report,Q52-25S-1-11_kraken2_bracken_orders.report,Q51-25PVC-3-3_kraken2_bracken_orders.report,Q50-25PVC-2-3_kraken2_bracken_orders.report,Q49-25PVC-1-3_kraken2_bracken_orders.report,Q48-25PET-3-3_kraken2_bracken_orders.report,Q47-25PET-2-3_kraken2_bracken_orders.report,Q46-25PET-1-3_kraken2_bracken_orders.report,Q45-25PE0.6-3-3_kraken2_bracken_orders.report,Q44-25PE0.6-2-3_kraken2_bracken_orders.report,Q43-25PE0.6-1-3_kraken2_bracken_orders.report,Q42-25S-3-3_kraken2_bracken_orders.report,Q41-25S-2-3_kraken2_bracken_orders.report,Q40-25S-1-3_kraken2_bracken_orders.report,Q34-25PE0.1-2-11_kraken2_bracken_orders.report,Q33-25PE0.1-1-11_kraken2_bracken_orders.report,Q32-25PE0.1-2-3_kraken2_bracken_orders.report,Q31-25PE0.1-1-3_kraken2_bracken_orders.report
C,203683,            Planctomycetia,0.21,0.26,0.27,0.16,0.2,0.2,0.21,0.21,0.17,0.26,0.27,0.27,0.48,0.48,0.47,0.11,0.11,0.11,0.12,0.15,0.11,0.13,0.13,0.11,0.17,0.18,0.16,0.09,0.08,0.11,0.12,0.11,0.13,0.13,0.14,0.13,0.17,0.17,0.18,0.15,0.15,0.12,0.14
P,203691,        Spirochaetota,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01
C,203692,          Spirochaetia,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01
C,203693,          Nitrospiria,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.05,0.05,0.08,0.09,0.09,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.04
P,204428,          Chlamydiota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,204429,            Chlamydiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,204432,          Terriglobia,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
O,204433,            Terriglobales,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
O,204441,            Rhodospirillales,0.03,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.06,0.06,0.06,0.14,0.1,0.09,0.02,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.03,0.04,0.03,0.04
O,204455,            Rhodobacterales,2.89,3.07,2.86,2.18,2.39,2.43,2.11,2.14,2.32,3.04,2.8,2.77,2.49,2.42,2.44,1.84,2.15,1.95,1.87,2.29,1.78,2.15,2.09,1.79,2.29,2.12,2.26,1.34,1.33,1.46,1.59,1.59,1.5,1.81,1.71,1.71,1.63,1.63,1.55,3.14,3.0,2.36,2.19
O,204457,            Sphingomonadales,51.42,45.25,44.6,46.41,45.07,45.74,40.68,47.72,55.34,45.76,42.31,41.22,4.23,4.39,4.46,42.28,46.57,43.15,53.6,52.0,56.61,55.61,57.32,59.3,55.84,54.85,56.51,19.48,19.87,20.02,39.75,50.06,47.12,45.51,45.7,47.29,42.57,42.08,41.25,57.3,54.83,49.38,40.3
O,204458,            Caulobacterales,1.81,1.69,2.57,0.33,0.7,0.69,1.27,1.46,1.84,0.27,0.6,1.42,0.38,0.37,0.36,2.51,2.76,4.21,1.17,1.83,1.6,2.99,3.15,3.06,1.79,2.25,3.75,2.85,3.07,2.99,3.8,3.73,3.42,3.06,2.86,3.12,2.81,2.94,2.74,2.46,1.43,3.16,2.66
O,206351,            Neisseriales,0.02,0.04,0.04,0.1,0.13,0.13,0.22,0.18,0.15,0.25,0.29,0.28,0.27,0.28,0.27,0.01,0.01,0.01,0.07,0.07,0.05,0.1,0.08,0.08,0.02,0.12,0.02,0.01,0.01,0.02,0.09,0.07,0.09,0.1,0.11,0.1,0.14,0.15,0.16,0.08,0.09,0.06,0.11
O,206389,            Rhodocyclales,0.32,0.57,0.45,0.72,1.26,1.19,1.88,1.13,0.75,1.9,1.7,1.62,5.12,4.64,4.99,0.09,0.06,0.09,0.44,0.39,0.43,0.5,0.45,0.51,0.74,0.85,0.7,0.21,0.18,0.32,0.81,0.43,1.03,0.92,0.99,0.82,1.36,1.15,1.22,0.41,0.55,0.45,0.93
O,213115,            Desulfovibrionales,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.02,0.01,0.01,0.01,0.02,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01
O,213118,            Desulfobacterales,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.05,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
O,213462,            Syntrophobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
O,213481,            Bdellovibrionales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,213849,            Campylobacterales,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,219685,            Gemmatimonadia,0.03,0.05,0.05,0.08,0.11,0.11,0.16,0.14,0.09,0.15,0.17,0.17,0.15,0.15,0.15,0.01,0.01,0.01,0.04,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.01,0.02,0.05,0.03,0.05,0.05,0.06,0.05,0.07,0.07,0.08,0.04,0.05,0.03,0.06
O,219686,              Gemmatimonadales,0.03,0.05,0.05,0.08,0.11,0.1,0.16,0.14,0.09,0.14,0.17,0.16,0.15,0.15,0.15,0.01,0.01,0.01,0.04,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.01,0.02,0.05,0.03,0.05,0.05,0.06,0.05,0.07,0.07,0.08,0.04,0.05,0.03,0.06
P,221235,          Candidatus Absconditibacteriota,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
C,224756,            Methanomicrobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,225057,            Acidithiobacillales,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
O,235899,            Nautiliales,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,255473,            Parvularculales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,256845,          Lentisphaerota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
O,278081,              Lentisphaerales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
C,292625,          Anaerolineae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,292629,            Anaerolineales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,301297,          Dehalococcoidia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,307595,              Gloeobacterales,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
C4,314146,                                            Euarchontoglires,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
O,332160,            Bryobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,362534,            Kordiimonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C,388447,          Ktedonobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,388448,            Ktedonobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,414714,            Catenulisporales,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,
C,414999,            Opitutia,0.01,0.02,0.03,0.02,0.04,0.03,0.04,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.06,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02
O,415000,              Opitutales,0.01,0.02,0.03,0.02,0.04,0.03,0.04,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02
O,415001,              Puniceicoccales,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.01,0.01,0.01,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
C,447830,          Endomicrobiia,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
O,453227,            Desulfarculales,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,456828,          Candidatus Cloacimonadota,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C,475962,          Caldilineae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,475963,            Caldilineales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,485256,            Natranaerobiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
P,508458,        Synergistota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,510684,            Sneathiellales,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
C,526524,          Erysipelotrichia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,526525,            Erysipelotrichales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,533205,          Holophagae,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0
O,533206,            Acanthopleuribacterales,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,544448,        Mycoplasmatota,,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,
O,548681,            Herpesvirales,,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,0.0
O,570264,              Methanocellales,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0
O,574975,            Holophagales,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0
C,580370,          Candidatius Mariprofundia,,,,,,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,
O,580371,            Mariprofundales,,,,,,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,
O,588673,            Solirubrobacterales,0.04,0.05,0.05,0.06,0.07,0.07,0.11,0.09,0.08,0.1,0.11,0.13,0.34,0.33,0.31,0.03,0.02,0.03,0.05,0.05,0.04,0.07,0.06,0.05,0.07,0.07,0.08,0.04,0.04,0.05,0.07,0.05,0.07,0.1,0.1,0.1,0.13,0.12,0.12,0.06,0.07,0.07,0.09
O,588674,            Thermoleophilales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,622450,            Actinopolysporales,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
O,622452,            Kineosporiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,641853,          Elusimicrobia,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
O,641854,            Elusimicrobiales,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
C1,648176,            SAR202 cluster,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
C,649775,          Synergistia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,649776,            Synergistales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,651137,        Nitrososphaerota,0.05,0.07,0.07,0.11,0.18,0.13,0.15,0.12,0.08,0.14,0.14,0.14,0.11,0.12,0.13,0.01,0.01,0.01,0.03,0.04,0.02,0.04,0.03,0.02,0.04,0.05,0.03,0.01,0.01,0.02,0.04,0.01,0.03,0.03,0.04,0.02,0.04,0.04,0.04,0.03,0.05,0.02,0.04
C,666505,            Phycisphaerae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,666506,              Phycisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,717963,              Methylacidiphilales,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,
O,742030,            Salinisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
C,768503,              Cytophagia,0.16,0.15,0.21,0.27,0.53,0.5,0.18,0.21,0.27,0.35,0.32,0.31,0.07,0.08,0.07,0.05,0.08,0.07,0.14,0.43,0.4,0.23,0.18,0.28,0.29,0.27,0.26,0.02,0.03,0.03,0.09,0.1,0.11,0.11,0.14,0.14,0.14,0.13,0.14,0.26,0.18,0.1,0.09
O,768507,                Cytophagales,0.16,0.15,0.21,0.27,0.53,0.5,0.18,0.21,0.27,0.35,0.32,0.31,0.07,0.08,0.07,0.05,0.08,0.07,0.14,0.43,0.4,0.23,0.18,0.28,0.29,0.27,0.26,0.02,0.03,0.03,0.09,0.1,0.11,0.11,0.14,0.14,0.14,0.13,0.14,0.26,0.18,0.1,0.09
C,795747,              Ignavibacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,795748,                Ignavibacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,908620,          Nitriliruptoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,908621,            Euzebyales,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
O,909929,            Selenomonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,909932,          Negativicutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
